Estate_Name,District_Name,Region_Name,Map_Latitude,Map_Longitude,Type_of_Estate,Year_of_Intake,Type_of_Block,No_of_Blocks,Name_of_Block,No_of_Rental_Flats,Flat_Size_m2,Estate_Management_Advisory_Committee_EMAC,District_Tenancy_Management_Office_Estate_Office,Property_Management,Carpark_Management,Estate_Website,Further_Information,Estate_Name match,No. of PRH Flats,Authorized Population,Households
Lung Yat Estate,Tuen Mun,New Territories,22.386862,113.96761,Public Rental Housing,2013,Non-Standard,2,Kin Lung House Hong Lung House,1 000 As at 30.6.2025,14.05-37.08,Not Yet Formed,Tuen Mun North District Tenancy Management Office 5/F.  Ancillary Facilities Block  Fu Tai Estate  Tuen Mun Telephone: 2644 0201   Fax: 2465 0561,China Overseas Property Services Ltd. Wing C  G/F  Hong Lung House  Lung Yat Estate  Tuen Mun Telephone: 2453 7333  Fax: 2453 7133,China Overseas Property Services Ltd. Wing C  G/F  Hong Lung House  Lung Yat Estate  Tuen Mun Telephone: 2453 7333  Fax: 2453 7133,,<a href= /en/common/pdf/global-elements/estate-locator/LungYatEstate-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,Lung Yat,1000,2500,1000
Fung Wo Estate,Sha Tin,New Territories,22.387539,114.193375,Public Rental Housing,2013,Non-standard Block,3,Wo Yue House Wo On House Wo Shun House,1 600 As at 30.6.2025,14.05-37.01,Not Yet Formed,Tai Po  North & Shatin District Tenancy Management Office (2) Market Podium  Pok Hong Estate  Shatin  N.T.  Hong Kong Telephone:2648 1312 Fax :2649 1648,China Overseas Property Services Ltd. G/F.  Wo Yue House  Fung Wo Estate  Shatin N.T. Telephone:2619 0880 Fax :2641 7088,China Overseas Property Services Ltd. G/F.  Wo Yue House  Fung Wo Estate  Shatin N.T. Telephone:2619 0880 Fax :2641 7088,,<a href= /en/common/pdf/global-elements/estate-locator/fungwoestate-barrier-free-en.pdf target= _blank >Barrier-Free Access (BFA) Facilities</a>,Fung Wo,1600,3300,1600
Po Heung Estate,Tai Po,New Territories,22.447039,114.16543,Public Rental Housing,2016,Non-standard domestic Block,2,Po Hing House Po Shun House,500 As at 30.6.2025,14 - 37.7,Formed,Tai Po  North & Shatin District Tenancy Management Office (12) Unit 221 - 240  2/F  Shek Yuk House  Chun Shek Estate  Shatin  N.T. Telephone : 2694 4408 Fax : 2647 1930,Funing Property Management Limited Podium Level 1  Po Heung Estate  Tai Po  N.T. Telphone : 3743 1494 Fax : 3743 1495,Funing Property Management Limited Podium Level 1  Po Heung Estate  Tai Po  N.T. Telphone : 3743 1494 Fax : 3743 1495,,<a href= /en/common/pdf/global-elements/estate-locator/poheungestate-barrier-free-en.pdf target= _blank >Barrier-Free Access (BFA) Facilities</a>,Po Heung,500,1200,500
So Uk Estate,Sham Shui Po,Kowloon,22.34159,114.15684,Public Rental Housing,2016 (Phase 1) 2019 (Phase 2),Non-standard,14,Orchid House Marigold House Peony House Cedar House Willow House Cherry House Camellia House Lotus House Lily House Larkspur House Gladiolus House Carnation House Azalea House Begonia House,7 000 As at 30.6.2025,14.05-37.04,Formed,Kowloon West & Sai Kung District Tenancy Management Office(11) G/F  Estate Management Office Building  So Uk Estate  Shamshuipo  Kowloon Tel: 2385 2002 Fax: 2385 2018,China Overseas Property Services Limited G/F  Estate Management Office Building  So Uk Estate  Shamshuipo  Kowloon Tel: 3709 7507 Fax: 3907 0447,YUE XIU APT PARKING LIMITED 27/F.  Seabright Plaza  9-23 Shell Street  North Point  Hong Kong Tel: 5281 3274 Fax: 2741 6968,,<a href= /en/common/pdf/global-elements/estate-locator/SoUkEstate1-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,So Uk,7000,18300,6900
Wah Ha Estate,Eastern,Hong Kong Island,22.264769,114.23649,Public Rental Housing,2016,Non Standard,1,Wah Yan House,200 As at 30.6.2025,17.66 - 38.08,Not Yet Formed,Hing Wah (II) Estate Office  Room 701-710  On Hing House  Hing Wah (II) Estate  Chai Wan  Hong Kong,Creative Property Services Consultants Ltd. G/F  Wah Yan House  Wah Ha Estate  Chai Wan  Hong Kong. Tel: 2563 2112 Fax: 3747 8818,Creative Property Services Consultants Ltd. G/F  Wah Yan House  Wah Ha Estate  Chai Wan  Hong Kong. Tel: 2563 2112 Fax: 3747 8818,,Grade II Historic Building  <a href= /en/common/pdf/global-elements/estate-locator/WahHaEstate-barrier-free-en.pdf target= _blank >Barrier-Free Access (BFA) Facilities </a>,Wah Ha,200,600,200
Cheung Sha Wan Estate,Sham Shui Po,Kowloon,22.3346,114.15634,Public Rental Housing,2013,Non-Standard Design (NSD),2,Cheung Yan House Cheung Tai House,1 400 As at 30.6.2025,14.05 -39.72,Formed,Kowloon West & Sai Kung District Tenancy Management Office(3) G/F.  Lai Mei House  Lai Kok Estate  Sham Shui Po  Kowloon Tel: 2361 0070  (24-Hr Telephone 2327 2775)  Fax: 2148 2463,Good Excel Property Consultants Ltd. 1/F.  Cheung Tai House  Cheung Sha Wan Estate  Shum Shui Po  Kowloon Tel.: 2327 2775 Fax: 2327 2119,Good Excel Property Consultants Ltd. 1/F.  Cheung Tai House  Cheung Sha Wan Estate  Shum Shui Po  Kowloon Tel.: 2327 2775 Fax: 2327 2119,-,<a href= /en/common/pdf/global-elements/estate-locator/CheungShaWanEstate-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,Cheung Sha Wan,1400,3000,1400
Hung Fuk Estate,Yuen Long,New Territories,22.43776,113.99781,Public Rental Housing,2015,Non-standard,9,Hung Foon House Hung Yan House Hung Hei House Hung Lok House Hung Long House Hung Yat House Hung Yuet House Hung Cheong House Hung Shing House,4 900 As at 30.6.2025,14.05-37.86,Formed,Yuen Long District Tenancy Management Office (1) G/F  Chuen Shui House  Shui Pin Wai Estate  Yuen Long Telephone: 2442 2461 Fax: 2477 3284,Kai Fu Property Services Company Limited G/F  Hung Foon House  Hung Fuk Estate  Yuen Long Telephone: 2285 9755 Fax: 2285 3284,Creative Property Services Consultants Limited G/F  Ancillary Facilities Block  Hung Fuk Estate Telephone:  2259 3364 Fax: 2487 7356,-,<a href= /en/common/pdf/global-elements/estate-locator/HungFukEstate-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,Hung Fuk,4900,11600,4900
Tung Wui Estate,Wong Tai Sin,Kowloon,22.332422,114.19376,Public Rental Housing,2012  2020,Non-Standard Block,3,Wui Yan House Wui Sum House Wui Chi House,2 400 As at 30.6.2025,14.03 - 39.66,Formed,Wong Tai Sin District Tenancy Management Office (4) Podium  Temple Mall North  136 Lung Cheung Road  Wong Tai Sin Telephone: 3572 0040 Fax: 3572 0044,Pioneer Management Limited 1/F Wui Yan House  Tung Wui Estate Telephone: 2590 0880 Fax: 2590 0339,Pioneer Management Limited,-,<a href= /en/common/pdf/global-elements/estate-locator/TungWuiEstate-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,Tung Wui,2400,5100,2300
Kwai Luen Estate,Kwai Tsing,New Territories,22.36264,114.12528,Public Rental Housing,2011,Non-standard,4,Luen Hei House Luen Yan House Luen Yat House Luen Yuet House,3 000 As at 30.6.2025,14.12-41.47,Formed,Kwai Chung Estate Office (1)  G/F  Ha Kwai House  Kwai Chung Estate  T : 3617 9201  F : 3617 9200,Pioneer Management Limited G/F  Luen Yan House  Kwai Luen Estate  Kwai Chung  N.T. Tel : 2668 0388 Fax : 2668 0186,Pioneer Management Limited G/F  Luen Yan House  Kwai Luen Estate  Kwai Chung  N.T. Tel : 2668 0388 Fax : 2668 0186,,<a href= /en/common/pdf/global-elements/estate-locator/KwaiLuenEstate-barrier-free-en.pdf target= _blank >Barrier-Free Access (BFA) Facilities</a>,Kwai Luen,3000,7200,3000
On Tat Estate,Kwun Tong,Kowloon,22.32121,114.23523,Public Rental Housing,2016,Non-standard,11,Yan Tat House Sin Tat House Lai Tat House Chi Tat House Oi Tat House Shing Tat House Chun Tat House Yin Tat House Hau Tat House Him Tat House Ching Tat House,9 400 As at 30.6.2025,14.05 – 37.68,Formed,Kowloon East (13) District Tenancy Management Office 1/F  Chun Tat House  On Tat Estate  Kwun Tong Telephone: 2177 0162 Fax: 2177 1132,China Overseas Property Services Limited G/F  Chun Tat House  On Tat Estate  Kwun Tong Telephone: 2319 0821 Fax: 2319 1292 Email: ontatestate@cohl.com,Amano Parking Service Limited Rm. E  6/F Selwyn Factory Building  404 Kwun Tong Road  Kwun Tong  Kowloon Telephone: 2117 7076 Fax: 2555 7911 Email: info@amano.com.hk,-,<a href= /en/common/pdf/global-elements/estate-locator/OnTatEstate-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,On Tat,9400,22700,9300
Ying Tung Estate,Islands,New Territories,22.296284,113.952385,Public Rental Housing,2018,Non-standard,4,Ying Hei House Ying Fook House Ying Chui House Ying Yuet House,3 600 As at 30.6.2025,14.05 - 37.08,Not Yet Formed,Islands District Tenancy Management Office ( Ying Tung Sub-offfice ) 1/F  Ying Yuet House  YingTung Estate  Tung Chung  Lantau Island  Hong Kong Telephone : 3140 6338 Fax: 3140 6220,Pacific Extend Properties Management Limited  1/F  Ying Yuet House  YingTung Estate  Tung Chung  Lantau Island  Hong Kong Telephone : 2702 8911 Fax: 2702 8732,Pacific Extend Properties Management Limited  1/F  Ying Yuet House  YingTung Estate  Tung Chung  Lantau Island  Hong Kong Telephone : 2702 8911 Fax: 2702 8732,,<a href= /en/common/pdf/global-elements/estate-locator/YingTungEstate-barrier-free-en.pdf target= _blank >Barrier-Free Access (BFA) Facilities </a>,Ying Tung,3600,9100,3500
Yan Tin Estate,Tuen Mun,New Territories,22.414415,113.97557,Public Rental Housing,2018,Non-standard,5,Chun Tin House Yat Tin House Hei Tin House Yuet Tin House Luk Tin House,4 700 As at 30.6.2025,14.05 - 35.83,Not Yet Formed,Tuen Mun District Tenancy Management Office (7)  Unit 2  Wing A  G/F  King Mei House  Shan King Estate  Tuen Mun Telephone: 2465 1212 Fax: 2469 9785,Nice Property Management Limited G/F  Hei Tin House  Yan Tin Estate  Tuen Mun Telephone: 2386 0297 Fax: 2386 2118,Nice Property Management Limited G/F  Hei Tin House  Yan Tin Estate  Tuen Mun Telephone: 2386 0297 Fax: 2386 2118,,<a href= /en/common/pdf/global-elements/estate-locator/YanTinEstate-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,Yan Tin,4700,13000,4700
Kwai Tsui Estate,Kwai Tsing,New Territories,22.355677,114.12873,Public Rental Housing,2018,Non-standard,2,Bik Tsui House Luk Tsui House,900 As at 30.6.2025,14.05 – 37.51,Not Yet Formed,Ha Kwai Chung District Tenancy Management Office G/F  Wing C  Shek Cheung House  Shek Lei (II) Estate T : 2420 6987 F : 2429 9431,Pioneer Management Limited Flat 101  1/F Podium  Kwai Tsui Estate  No. 11 Kwai Yi Road  Kwai Chung  N.T. Tel : 2670 1021 Fax : 2670 1499,Pioneer Management Limited Flat 101  1/F Podium  Kwai Tsui Estate  No. 11 Kwai Yi Road  Kwai Chung  N.T. Tel : 2670 1021 Fax : 2670 1499,,<a href= /en/common/pdf/global-elements/estate-locator/KwaiTsuiEstate-barrier-free-en.pdf target= _blank >Barrier-Free Access (BFA) Facilities</a>,Kwai Tsui,900,2300,900
Long Shin Estate,Yuen Long,New Territories,22.442337,114.04498,Public Rental Housing,2017,Non-standard,3,Shin Leung House Shin Oi House Shin Yung House,1 200 As at 30.6.2025,14.50 - 37.83,Not Yet Formed,Yuen Long District Tenancy Management Office (1) G/F  Chuen Shui House  Shui Pin Wai Estate  Yuen Long Telephone: 2442 2461 Fax: 2477 3284,Unimax Property Consultancy Ltd. G/F  Shin Leung House  Long Shin Estate  Yuen Long Telephone: 2452 1168 Fax: 2451 1722,Unimax Property Consultancy Ltd. G/F  Shin Leung House  Long Shin Estate  Yuen Long Telephone: 2452 1168 Fax: 2451 1722,,<a href= /en/common/pdf/global-elements/estate-locator/LongShinEstate-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,Long Shin,1200,3000,1200
On Tai Estate,Kwun Tong,Kowloon,22.327152,114.22902,Public Rental Housing,2017,Non-standard,11,Ming Tai House Chi Tai House Yung Tai House Kam Tai House Kui Tai House Wo Tai House King Tai House Hang Tai House Tak Tai House Fung Tai House Shing Tai House,8 600 As at 30.6.2025,14.05 - 37.99,Not Yet Formed,Housing Department On Tai Estate Office UG/F  Tak Tai House   On Tai Estate  Kwun Tong  Kowloon Telephone: 2981 0029 Fax: 2191 3656,Housing Department On Tai Estate Office UG/F  Tak Tai House   On Tai Estate  Kwun Tong  Kowloon Telephone: 2981 0029 Fax: 2191 3656,Creative Property Services Consultants Limited UG/F  Shing Tai House   On Tai Estate  Kwun Tong  Kowloon Telephone: 2652 1852 Fax: 2652 1768,,<a href= /en/common/pdf/global-elements/estate-locator/OnTaiEstate-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,On Tai,8600,24500,8500
Lin Tsui Estate,Eastern,Hong Kong Island,22.26093,114.236145,Public Rental Housing,2018,Non-standard,1,Lin Tsui House,300 As at 30.6.2025,14.05 - 35.12,Not Yet Formed,Wan Tsui Estate Office G/F  Wai Tsui House  Wan Tsui Estate  3 Tsui King Street  Chai Wan  Hong Kong. Tel : 2558 0180 Fax : 2505 2147,Creative Property Services Consultants Limited Podium Floor  Lin Tsui House  Lin Tsui Estate   36  Lin Shing Road   Chai Wan  Hong Kong Tel : 2568 2202 Fax : 2568 2101,Creative Property Services Consultants Limited Podium Floor  Lin Tsui House  Lin Tsui Estate   36  Lin Shing Road   Chai Wan  Hong Kong Tel : 2568 2202 Fax : 2568 2101,,<a href= /en/common/pdf/global-elements/estate-locator/LinTsuiEstate-barrier-free-en.pdf target= _blank >Barrier-Free Access (BFA) Facilities </a>,Lin Tsui,300,700,300
Mun Tung Estate,Islands,New Territories,22.276863,113.93296,Public Rental Housing,2018,Non-Standard,4,Mun Wo House Mun Shun House Mun Hong House Mun Tai House,3 900 As at 30.6.2025,14.05 - 36.34,Not Yet Formed,Islands District Tenancy Management Office (Mun Tung Sub-Office) G/F.  Mun Shun House  Mun Tung Estate  Tung Chung  Lantau Island  Hong Kong Telephone : 2902 6211 Fax : 3140 6603,Pacific Extend Properties Management Ltd. G/F  Mun Shun House  Mun Tung Estate  7 Chung Mun Road Tung Chung  Lantau Island  Hong Kong Telephone : 2620 0147 Fax : 2620 0196,Pacific Extend Properties Management Ltd. G/F  Mun Shun House  Mun Tung Estate  7 Chung Mun Road Tung Chung  Lantau Island  Hong Kong Telephone : 2527 3674,,<a href= /en/common/pdf/global-elements/estate-locator/MunTungEstate-barrier-free-en.pdf target= _blank >Barrier-Free Access (BFA) Facilities </a>,Mun Tung,3900,11300,3800
Hoi Ying Estate,Sham Shui Po,Kowloon,22.32841,114.1484,Public Rental Housing,2018,Non-standard,2,Ying Fai House Ying Cheong House,1 300 As at 30.6.2025,14.08 – 37.43,Not Yet Formed,Kowloon West and Sai Kung District Tenancy Management Office (2) G/F  Lai Mei House  Lai Kok Estate   Sham Shui Po Tel: 2361 0070 Fax: 2148 2463,Wellpoint Property Management Services Ltd. G/F  Ying Fai House  Hoi Ying Estate Tel: 2566 9831 Fax: 2566 8121,Yue Xiu APT Parking Limited G/F  Ying Fai House  Hoi Ying Estate Tel: 2487 9210 Fax: 2487 9210,,<a href= /en/common/pdf/global-elements/estate-locator/HoiYingEstate-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,Hoi Ying,1300,3400,1300
Po Shek Wu Estate,North,New Territories,22.503332,114.12431,Public Rental Housing,2019,Non-standard Blocks,3,Shan Wu House Tsz Jing House Bik Yuk House,1 100 As at 30.6.2025,14.05-35.87,Not Yet Formed,Tai Po  North & Shatin District Tenancy Management Office (6) No. 8  G/F  Tin Long House  Tin Ping Estate  Sheung Shui  N.T. Telephone : 3698 0061 Fax : 3698 0060,Funing Property Management Limited L3  Tsz Jing House  Po Shek Wu Estate   21 Choi Yuen Road  Sheung Shui  N.T. Tel: 2663 2326 Fax: 2663 2287,Yue Xiu APT Parking Limited 27/F  Seabright Plaza  9-23 Shell St  North Point Tel: 2523 4589 Fax: 2512 9617,,<a href= /en/common/pdf/global-elements/estate-locator/poshekwuestate-barrier-free-en.pdf target= _blank >Barrier-Free Access (BFA) Facilities</a>,Po Shek Wu,1100,3200,1100
Shek Yam East Estate,Kwai Tsing,New Territories,22.3727,114.13965,Public Rental Housing,1996,Harmony 1,3,Yam Heng House Yam Hing House Yam Yue House,2 400 As at 30.6.2025,13.6 - 49.0,Formed,Shek Yam East Estate Office G/F  Yam Hing House  Shek Yam East Estate  Kwai Chung T : 2424 2942 F : 24246815,Shek Yam East Estate Office G/F  Yam Hing House  Shek Yam East Estate  Kwai Chung T : 2424 2942 F : 24246815,,-,<a href= /en/common/pdf/global-elements/estate-locator/ShekYamEastEstate-barrier-free-en.pdf target= _blank >Barrier-Free Access (BFA) Facilities</a>,Shek Yam (East),2400,6100,2400
Kai Chuen Court,Wong Tai Sin,Kowloon,22.3396,114.1999,Public Rental Housing,,Non-standard type,2,Kai Wang House Kai Chun House,1 000 As at 30.6.2025,14.05-37.51,Not Yet Formed,Tsz Wan Shan District Tenancy Management Office Unit 211-224  Ban Fung House  Fung Tak Estate  Diamond Hill Telephone: 2324 0096 Fax: 2752 8665,Modern Living Property Management Ltd.  3/F  Kai Wang House  Kai Chuen Court  Diamond Hill  Kowloon Telephone:  2701 1811 Fax:  2701 1232,Pacific Extend Properties Management Limited 3/F  Kai Wang House  Kai Chuen Court  Diamond Hill  Kowloon Telephone: 3526 8900 Fax: 3526 8903,,<a href= /en/common/pdf/global-elements/estate-locator/KaiChuenCourt-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,Kai Chuen Court,1000,2400,1000
Lai Tsui Court,Sham Shui Po,Kowloon,22.334057,114.15447,Public Rental Housing,2019,Non-standard,2,Lai Pak House Lai Yeung House,1 300 As at 30.6.2025,14.25 - 35.84,Not Yet Formed,Kowloon West and Sai Kung District Tenancy Management Office (3) 1/F  Lai Kwai House  Lai Kok Estate   Sham Shui Po Telephone: 2361 0217 Fax: 2748 7093,Wellpoint Property Management Services Ltd. 1/F  Lai Tsui Shopping Centre  Lai Tsui Court Tel: 2305 0238 Fax: 2305 0281,Yue Xiu APT Parking Limited 27/F  Seabright Plaza  9-23 Shell St  North Point Telephone: 2512 9611 Fax: 2512 9617,,<a href= /en/common/pdf/global-elements/estate-locator/LaiTsuiCourt-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,Lai Tsui Court,1300,4100,1300
Fai Ming Estate,North,New Territories,22.4811,114.1361,Public Rental Housing,2020,Non-Standard Block,2,Tai Fai House Sing Fai House,1 000 As at 30.6.2025,14.05 - 37.44,Not Yet Formed,Tai Po  North & Shatin District Tenancy Management Office (8) Unit 221 - 240  2/F  Shek Yuk House  Chun Shek Estate  Shatin  N.T. Telephone : 2694 4408 Fax : 2647 1930,Funing Property Management Limited G/F  Sing Fai House  Fai Ming Estate  No. 10  Fai Ming Road  Fanling  N.T. Tel: 2612 2291 Fax: 2612 2991,Funing Property Management Limited G/F  Sing Fai House  Fai Ming Estate  No. 10  Fai Ming Road  Fanling  N.T. Tel: 2612 2291 Fax: 2612 2991,-,<a href= /en/common/pdf/global-elements/estate-locator/FaiMingEstate-barrier-free-en.pdf target= _blank >Barrier-Free Access (BFA) Facilities</a>,Fai Ming,1000,2200,900
Hoi Tat Estate,Sham Shui Po,Kowloon,22.33005,114.14964,Public Rental Housing,2020 (Phase 1b)  2021(Phase 2)  2022 (Phase 3),Non-standard,4,Hoi Wing House Hoi Wah House Hoi Cheong House Hoi Shing House,3 300 As at 30.6.2025,14.05 - 36.37,Not Yet Formed,District Tenancy Management Office of Kowloon West and Sai Kung 2  G/F  Lai Ping House  Lai On Estate  Sham Shui Po  Kowloon   Tel: 2725 5750 Fax: 2708 3870,China Overseas Property Services Limited G/F  Estate Management Office  Hoi Wing House   Hoi Tat Estate  Shamshuipo  Kowloon Tel: 2776 8366 Fax: 2776 8023,Yue Xiu APT Parking Limited 27/F  Seabright Plaza  No.9-23 Shell Street  North Point  Hong Kong Telephone: 5281 3274 Fax: 2741 6968,,<a href= /en/common/pdf/global-elements/estate-locator/HoiTatEstate-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,Hoi Tat,3300,9400,3300
Chun Yeung Estate,Sha Tin,New Territories,22.3993,114.1886,Public Rental Housing,2020,Non-Standard,5,Chun Yat House Chun Yi House Chun San House Chun Sze House Chun Wu House,4 800 As at 30.6.2025,14.05-35.98,Not Yet Formed,Tai Po  North & Shatin District Tenancy Management Office (11) G/F  Skylark House  Sha Kok Estate  Shatin Telephone : 2697 7208 Fax : 2797 0908,Creative Property Services Consultants Ltd. 1/F  Chun Sze House  Chun Yeung Estate  Wong Chuk Yeung Street  Fo Tan  N.T. Telephone: 2658 0082 Fax: 2658 0390,China Overseas Property Services Limited 1/F  Chun Yeung Shopping Centre  20 Kwei Tei Street  Fo Tan  N.T. Telephone: 2638 8483 Fax: 2638 8498,,<a href= /en/common/pdf/global-elements/estate-locator/ChunYeungEstate-barrier-free-en.pdf  target= _blank >Barrier-Free Access (BFA) Facilities</a>,Chun Yeung,4800,12100,4800
